ID,RID,RCT,RMT,Section,Ordinal,Label,NCBI_GeneID,NCBI_Symbol,Value,Probe_Set_Name,Section_Ordinal,Site_RID,Section_RID,Probe_Set_RID
11820057,1-FX8R,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),337,E15.5_Endothelium_Flk1_9439,12267,C3ar1,8.96811,1419483_at,3,N-GGQ0,N-C84G,N-6QNC
11820058,1-FX8T,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),338,E15.5_Endothelium_Flk1_9440,12267,C3ar1,9.17507,1419483_at,3,N-GGQ0,N-C84G,N-6QNC
11820059,1-FX8W,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),339,E15.5_ColDuctMedul_7088,12267,C3ar1,4.53123,1419483_at,3,N-GGPC,N-C84G,N-6QNC
11820060,1-FX8Y,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),340,E15.5_ColDuctMedul_7089,12267,C3ar1,5.57788,1419483_at,3,N-GGPC,N-C84G,N-6QNC
11820061,1-FX90,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),341,E15.5_ColDuctMedul_7090,12267,C3ar1,5.19154,1419483_at,3,N-GGPC,N-C84G,N-6QNC
11820062,1-FX92,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),342,E15.5_InterstitMedull_7098,12267,C3ar1,4.76741,1419483_at,3,N-GGPR,N-C84G,N-6QNC
11820063,1-FX94,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),343,E15.5_InterstitMedull_7099,12267,C3ar1,6.38223,1419483_at,3,N-GGPR,N-C84G,N-6QNC
11820064,1-FX96,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),344,E15.5_InterstitMedull_7100,12267,C3ar1,5.5975,1419483_at,3,N-GGPR,N-C84G,N-6QNC
11820065,1-FX98,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),345,E15.5_InterstitMedull_7101,12267,C3ar1,5.80364,1419483_at,3,N-GGPR,N-C84G,N-6QNC
11820066,1-FX9A,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),346,E15.5_NephroInterstit_Meis1_8100,12267,C3ar1,5.09,1419483_at,3,N-GGP8,N-C84G,N-6QNC
11820067,1-FX9C,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),347,E15.5_NephroInterstit_Meis1_8101,12267,C3ar1,5.07141,1419483_at,3,N-GGP8,N-C84G,N-6QNC
11820068,1-FX9E,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),348,E15.5_NephroInterstit_Meis1_8102,12267,C3ar1,5.0565,1419483_at,3,N-GGP8,N-C84G,N-6QNC
11820069,1-FX9G,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),349,E15.5_Podocyte_MafB2_10711,12267,C3ar1,7.14388,1419483_at,3,N-GGPT,N-C84G,N-6QNC
11820070,1-FX9J,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),350,E15.5_Podocyte_MafB2_10712,12267,C3ar1,8.13475,1419483_at,3,N-GGPT,N-C84G,N-6QNC
11820071,1-FX9M,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),351,E15.5_Podocyte_MafB2_10713,12267,C3ar1,9.01776,1419483_at,3,N-GGPT,N-C84G,N-6QNC
11820072,1-FX9P,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),352,E15.5_ProxTubule_7131,12267,C3ar1,5.40606,1419483_at,3,N-GGP6,N-C84G,N-6QNC
11820073,1-FX9R,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),353,E15.5_ProxTubule_7132,12267,C3ar1,5.47185,1419483_at,3,N-GGP6,N-C84G,N-6QNC
11820074,1-FX9T,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),354,E15.5_ProxTubule_7133,12267,C3ar1,4.90695,1419483_at,3,N-GGP6,N-C84G,N-6QNC
11820075,1-FX9W,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),355,E15.5_SSbody_7094,12267,C3ar1,4.97498,1419483_at,3,N-GGPA,N-C84G,N-6QNC
11820076,1-FX9Y,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),356,E15.5_SSbody_7095,12267,C3ar1,5.12147,1419483_at,3,N-GGPA,N-C84G,N-6QNC
11820077,1-FXA0,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),357,E15.5_SSbody_7096,12267,C3ar1,5.28185,1419483_at,3,N-GGPA,N-C84G,N-6QNC
11820078,1-FXA2,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),358,E15.5_SSbody_7097,12267,C3ar1,4.69427,1419483_at,3,N-GGPA,N-C84G,N-6QNC
11820079,1-FXA4,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),359,E15.5_RenCorpusc_7082,12267,C3ar1,5.58953,1419483_at,3,N-GGPW,N-C84G,N-6QNC
11820080,1-FXA6,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),360,E15.5_RenCorpusc_7083,12267,C3ar1,5.34968,1419483_at,3,N-GGPW,N-C84G,N-6QNC
11820081,1-FXA8,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),361,E15.5_RenCorpusc_7084,12267,C3ar1,4.75883,1419483_at,3,N-GGPW,N-C84G,N-6QNC
11820082,1-FXAA,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),362,E15.5_RenCorpusc_7085,12267,C3ar1,5.48738,1419483_at,3,N-GGPW,N-C84G,N-6QNC
11820083,1-FXAC,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),363,E15.5_UretSmooMusc_7134,12267,C3ar1,5.23036,1419483_at,3,N-GGMY,N-C84G,N-6QNC
11820084,1-FXAE,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),364,E15.5_UretSmooMusc_7135,12267,C3ar1,5.37215,1419483_at,3,N-GGMY,N-C84G,N-6QNC
11820085,1-FXAG,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),365,E15.5_UretSmooMusc_7136,12267,C3ar1,5.00297,1419483_at,3,N-GGMY,N-C84G,N-6QNC
11820086,1-FXAJ,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),366,E15.5_UreticTip_7091,12267,C3ar1,5.12167,1419483_at,3,N-GGMG,N-C84G,N-6QNC
11820087,1-FXAM,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),367,E15.5_UreticTip_7092,12267,C3ar1,4.83994,1419483_at,3,N-GGMG,N-C84G,N-6QNC
11820088,1-FXAP,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),368,E15.5_UreticTip_7093,12267,C3ar1,4.68957,1419483_at,3,N-GGMG,N-C84G,N-6QNC
11820089,1-FXAR,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),369,P1_Mouse_ref_99999,12267,C3ar1,6.52279,1419483_at,3,N-GGNJ,N-C84G,N-6QNC
11820090,1-FXAT,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),370,P1_Mouse_ref_6970,12267,C3ar1,6.02061,1419483_at,3,N-GGNJ,N-C84G,N-6QNC
11820091,1-FXAW,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),371,P1_Mouse_ref_7128,12267,C3ar1,8.02157,1419483_at,3,N-GGNJ,N-C84G,N-6QNC
11820092,1-FXAY,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),372,P1_Mouse_ref_7395,12267,C3ar1,8.13476,1419483_at,3,N-GGNJ,N-C84G,N-6QNC
15251171,8-1ANC,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),302,E11.5_MetanephMes_7102,12267,C3ar1,4.9662,1442082_at,3,N-GGKC,N-C84G,N-83R8
15251172,8-1ANE,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),303,E11.5_MetanephMes_7103,12267,C3ar1,6.61044,1442082_at,3,N-GGKC,N-C84G,N-83R8
15251173,8-1ANG,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),304,E11.5_MetanephMes_7104,12267,C3ar1,5.66512,1442082_at,3,N-GGKC,N-C84G,N-83R8
15251174,8-1ANJ,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),305,E11.5_MetanephMes_7105,12267,C3ar1,6.19774,1442082_at,3,N-GGKC,N-C84G,N-83R8
15251175,8-1ANM,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),306,E11.5_MetanephMes_7106,12267,C3ar1,5.21034,1442082_at,3,N-GGKC,N-C84G,N-83R8
15251176,8-1ANP,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),307,E11.5_MetanephMes_7107,12267,C3ar1,4.63359,1442082_at,3,N-GGKC,N-C84G,N-83R8
15251177,8-1ANR,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),308,E11.5_MetanephMes_7108,12267,C3ar1,6.1199,1442082_at,3,N-GGKC,N-C84G,N-83R8
15251178,8-1ANT,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),309,E11.5_MetanephMes_7109,12267,C3ar1,5.80814,1442082_at,3,N-GGKC,N-C84G,N-83R8
15251179,8-1ANW,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),310,E11.5_UretBud_7110,12267,C3ar1,3.86602,1442082_at,3,N-GGKE,N-C84G,N-83R8
15251180,8-1ANY,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),311,E11.5_UretBud_7111,12267,C3ar1,4.20434,1442082_at,3,N-GGKE,N-C84G,N-83R8
15251181,8-1AP0,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),312,E11.5_UretBud_7112,12267,C3ar1,4.11445,1442082_at,3,N-GGKE,N-C84G,N-83R8
15251182,8-1AP2,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),313,E11.5_UretBud_7113,12267,C3ar1,4.12242,1442082_at,3,N-GGKE,N-C84G,N-83R8
15251183,8-1AP4,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),314,E12.5_RenVes_7077,12267,C3ar1,3.77653,1442082_at,3,N-GGP0,N-C84G,N-83R8
15251184,8-1AP6,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),315,E12.5_RenVes_7078,12267,C3ar1,3.97185,1442082_at,3,N-GGP0,N-C84G,N-83R8
15251185,8-1AP8,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),316,E12.5_RenVes_7079,12267,C3ar1,7.87917,1442082_at,3,N-GGP0,N-C84G,N-83R8
15251186,8-1APA,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),317,E12.5_RenVes_7080,12267,C3ar1,4.40844,1442082_at,3,N-GGP0,N-C84G,N-83R8
15251187,8-1APC,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),318,E12.5_RenVes_7081,12267,C3ar1,4.27074,1442082_at,3,N-GGP0,N-C84G,N-83R8
15251188,8-1APE,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),319,E13.5_Podocyte_MafB2_11686,12267,C3ar1,6.191,1442082_at,3,N-GGG8,N-C84G,N-83R8
15251189,8-1APG,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),320,E13.5_Podocyte_MafB2_11687,12267,C3ar1,5.84266,1442082_at,3,N-GGG8,N-C84G,N-83R8
15251190,8-1APJ,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),321,E13.5_Podocyte_MafB2_11688,12267,C3ar1,6.87951,1442082_at,3,N-GGG8,N-C84G,N-83R8
15251191,8-1APM,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),322,E14.5_Kidney_WT_7165,12267,C3ar1,4.4109,1442082_at,3,N-GGMA,N-C84G,N-83R8
15251192,8-1APP,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),323,E14.5_Kidney_WT_7166,12267,C3ar1,4.25665,1442082_at,3,N-GGMA,N-C84G,N-83R8
15251193,8-1APR,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),324,E14.5_Kidney_Wnt4mut_7167,12267,C3ar1,5.14905,1442082_at,3,N-GGMC,N-C84G,N-83R8
15251194,8-1APT,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),325,E14.5_Kidney_Wnt4mut_7168,12267,C3ar1,4.6056,1442082_at,3,N-GGMC,N-C84G,N-83R8
15251195,8-1APW,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),326,E15.5_LOHenleAnlag_8104,12267,C3ar1,4.16185,1442082_at,3,N-GGK2,N-C84G,N-83R8
15251196,8-1APY,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),327,E15.5_LOHenleAnlag_8105,12267,C3ar1,4.29179,1442082_at,3,N-GGK2,N-C84G,N-83R8
15251197,8-1AQ0,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),328,E15.5_LOHenleAnlag_8106,12267,C3ar1,4.29873,1442082_at,3,N-GGK2,N-C84G,N-83R8
15251198,8-1AQ2,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),329,E15.5_CapMes_Six2_10720,12267,C3ar1,3.78021,1442082_at,3,N-GGP2,N-C84G,N-83R8
15251199,8-1AQ4,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),330,E15.5_CapMes_Six2_10721,12267,C3ar1,3.92322,1442082_at,3,N-GGP2,N-C84G,N-83R8
15251200,8-1AQ6,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),331,E15.5_CapMes_Six2_10722,12267,C3ar1,4.03028,1442082_at,3,N-GGP2,N-C84G,N-83R8
15251201,8-1AQ8,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),332,E15.5_ColDuctCortic_7129,12267,C3ar1,3.77285,1442082_at,3,N-GGGA,N-C84G,N-83R8
15251202,8-1AQA,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),333,E15.5_ColDuctCortic_7130,12267,C3ar1,4.00188,1442082_at,3,N-GGGA,N-C84G,N-83R8
15251203,8-1AQC,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),334,E15.5_ColDuctCortic_8103,12267,C3ar1,4.12303,1442082_at,3,N-GGGA,N-C84G,N-83R8
15251204,8-1AQE,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),335,E15.5_ProxTubule_7086,12267,C3ar1,4.52837,1442082_at,3,N-GGNM,N-C84G,N-83R8
15251205,8-1AQG,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),336,E15.5_ProxTubule_7087,12267,C3ar1,4.6201,1442082_at,3,N-GGNM,N-C84G,N-83R8
15251206,8-1AQJ,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),337,E15.5_Endothelium_Flk1_9439,12267,C3ar1,7.84832,1442082_at,3,N-GGQ0,N-C84G,N-83R8
15251207,8-1AQM,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),338,E15.5_Endothelium_Flk1_9440,12267,C3ar1,8.14313,1442082_at,3,N-GGQ0,N-C84G,N-83R8
15251208,8-1AQP,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),339,E15.5_ColDuctMedul_7088,12267,C3ar1,3.74037,1442082_at,3,N-GGPC,N-C84G,N-83R8
15251209,8-1AQR,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),340,E15.5_ColDuctMedul_7089,12267,C3ar1,4.29199,1442082_at,3,N-GGPC,N-C84G,N-83R8
15251210,8-1AQT,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),341,E15.5_ColDuctMedul_7090,12267,C3ar1,4.06787,1442082_at,3,N-GGPC,N-C84G,N-83R8
15251211,8-1AQW,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),342,E15.5_InterstitMedull_7098,12267,C3ar1,4.00494,1442082_at,3,N-GGPR,N-C84G,N-83R8
15251212,8-1AQY,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),343,E15.5_InterstitMedull_7099,12267,C3ar1,3.83864,1442082_at,3,N-GGPR,N-C84G,N-83R8
15251213,8-1AR0,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),344,E15.5_InterstitMedull_7100,12267,C3ar1,3.75079,1442082_at,3,N-GGPR,N-C84G,N-83R8
15251214,8-1AR2,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),345,E15.5_InterstitMedull_7101,12267,C3ar1,5.8255,1442082_at,3,N-GGPR,N-C84G,N-83R8
15251215,8-1AR4,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),346,E15.5_NephroInterstit_Meis1_8100,12267,C3ar1,4.13243,1442082_at,3,N-GGP8,N-C84G,N-83R8
15251216,8-1AR6,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),347,E15.5_NephroInterstit_Meis1_8101,12267,C3ar1,3.93405,1442082_at,3,N-GGP8,N-C84G,N-83R8
15251217,8-1AR8,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),348,E15.5_NephroInterstit_Meis1_8102,12267,C3ar1,3.98492,1442082_at,3,N-GGP8,N-C84G,N-83R8
15251218,8-1ARA,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),349,E15.5_Podocyte_MafB2_10711,12267,C3ar1,6.51033,1442082_at,3,N-GGPT,N-C84G,N-83R8
15251219,8-1ARC,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),350,E15.5_Podocyte_MafB2_10712,12267,C3ar1,7.20721,1442082_at,3,N-GGPT,N-C84G,N-83R8
15251220,8-1ARE,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),351,E15.5_Podocyte_MafB2_10713,12267,C3ar1,8.0465,1442082_at,3,N-GGPT,N-C84G,N-83R8
15251221,8-1ARG,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),352,E15.5_ProxTubule_7131,12267,C3ar1,4.30078,1442082_at,3,N-GGP6,N-C84G,N-83R8
15251222,8-1ARJ,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),353,E15.5_ProxTubule_7132,12267,C3ar1,3.89074,1442082_at,3,N-GGP6,N-C84G,N-83R8
15251223,8-1ARM,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),354,E15.5_ProxTubule_7133,12267,C3ar1,4.40252,1442082_at,3,N-GGP6,N-C84G,N-83R8
15251224,8-1ARP,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),355,E15.5_SSbody_7094,12267,C3ar1,4.22988,1442082_at,3,N-GGPA,N-C84G,N-83R8
15251225,8-1ARR,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),356,E15.5_SSbody_7095,12267,C3ar1,3.89135,1442082_at,3,N-GGPA,N-C84G,N-83R8
15251226,8-1ART,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),357,E15.5_SSbody_7096,12267,C3ar1,4.66015,1442082_at,3,N-GGPA,N-C84G,N-83R8
15251227,8-1ARW,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),358,E15.5_SSbody_7097,12267,C3ar1,4.16614,1442082_at,3,N-GGPA,N-C84G,N-83R8
15251228,8-1ARY,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),359,E15.5_RenCorpusc_7082,12267,C3ar1,4.38046,1442082_at,3,N-GGPW,N-C84G,N-83R8
15251229,8-1AS0,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),360,E15.5_RenCorpusc_7083,12267,C3ar1,4.13672,1442082_at,3,N-GGPW,N-C84G,N-83R8
15251230,8-1AS2,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),361,E15.5_RenCorpusc_7084,12267,C3ar1,3.75447,1442082_at,3,N-GGPW,N-C84G,N-83R8
15251231,8-1AS4,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),362,E15.5_RenCorpusc_7085,12267,C3ar1,4.54676,1442082_at,3,N-GGPW,N-C84G,N-83R8
15251232,8-1AS6,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),363,E15.5_UretSmooMusc_7134,12267,C3ar1,4.20087,1442082_at,3,N-GGMY,N-C84G,N-83R8
15251233,8-1AS8,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),364,E15.5_UretSmooMusc_7135,12267,C3ar1,4.13938,1442082_at,3,N-GGMY,N-C84G,N-83R8
15251234,8-1ASA,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),365,E15.5_UretSmooMusc_7136,12267,C3ar1,4.29894,1442082_at,3,N-GGMY,N-C84G,N-83R8
15251235,8-1ASC,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),366,E15.5_UreticTip_7091,12267,C3ar1,4.28259,1442082_at,3,N-GGMG,N-C84G,N-83R8
15251236,8-1ASE,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),367,E15.5_UreticTip_7092,12267,C3ar1,4.18616,1442082_at,3,N-GGMG,N-C84G,N-83R8
15251237,8-1ASG,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),368,E15.5_UreticTip_7093,12267,C3ar1,4.08217,1442082_at,3,N-GGMG,N-C84G,N-83R8
15251238,8-1ASJ,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),369,P1_Mouse_ref_99999,12267,C3ar1,5.98792,1442082_at,3,N-GGNJ,N-C84G,N-83R8
15251239,8-1ASM,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),370,P1_Mouse_ref_6970,12267,C3ar1,3.97082,1442082_at,3,N-GGNJ,N-C84G,N-83R8
15251240,8-1ASP,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),371,P1_Mouse_ref_7128,12267,C3ar1,5.67003,1442082_at,3,N-GGNJ,N-C84G,N-83R8
15251241,8-1ASR,2017-10-31 18:42:30.720407-07,2017-10-31 18:42:30.720407-07,Developing Kidney (MOE430),372,P1_Mouse_ref_7395,12267,C3ar1,6.0772,1442082_at,3,N-GGNJ,N-C84G,N-83R8
